uid,Velocity_3mon_ClkNum_per_uid,Velocity_3mon_pid_per_uid,Velocity_3mon_pidParam_per_uid,Velocity_LtoN_intervalPerClk_per_uid,Velocity_3mon_uMax_upid_per_uid,Velocity_3mon_Max_pid_per_uid,Velocity_3mon_uMax_upidParam_per_uid,Velocity_3mon_Max_pidParam_per_uid,Velocity_EtoNavg_intervalPerClk_per_uid
26223,44,6,9,30,0.7045,0.0425,0.3864,0.0088,76.0682
26224,38,4,6,32,0.7368,0.132,0.4211,0.0082,69.8421
26225,19,2,2,36,0.7368,0.0089,0.7368,0.0072,59.6842
26226,118,8,15,30,0.6695,0.1083,0.3729,0.0227,85.0932
26227,105,3,5,30,0.7524,0.2765,0.7524,0.0407,81.5429
26228,12,5,7,35,0.25,0.0127,0.25,0.0015,69.75
26229,84,6,10,38,0.6071,0.2404,0.5357,0.0232,75.7024
26230,11,3,5,30,0.6364,0.0184,0.2727,0.0015,72.1818
26231,224,7,15,34,0.683,0.2098,0.4152,0.0479,78.5848
26232,171,7,12,31,0.7602,0.6127,0.4795,0.0423,86.2515
26233,41,5,13,44,0.5366,0.0302,0.3902,0.0082,83.122
26235,59,4,6,33,0.9153,0.2545,0.6102,0.0186,86.7966
26236,84,6,13,33,0.5357,0.0617,0.3095,0.0134,88.4405
26238,84,9,17,36,0.5238,0.0603,0.3929,0.017,77.7619
26240,42,3,5,35,0.6905,0.1015,0.5714,0.0124,78.2143
26241,4,2,2,113,0.75,0.0019,0.75,0.0015,113
26243,180,9,25,30,0.3556,0.0878,0.2722,0.0253,60.8056
26244,87,7,15,48,0.3678,0.1328,0.2299,0.0103,94.8621
26246,29,4,5,30,0.4828,0.0591,0.4828,0.0072,59.6552
26247,42,7,8,41,0.6429,0.037,0.4048,0.0088,79.2857
26248,77,8,14,41,0.4935,0.0521,0.3896,0.0155,85.5844
26249,93,8,13,30,0.4516,0.0576,0.2473,0.0119,73.5591
26250,12,3,3,37,0.4167,0.0175,0.4167,0.0026,54.5833
26251,80,6,10,34,0.8125,0.0891,0.3875,0.016,84.4625
26252,22,3,7,60,0.5455,0.0316,0.3636,0.0041,60.9545
26255,135,4,11,42,0.6741,0.3185,0.3704,0.0258,80.5556
26256,2,1,1,119,1,0.0013,1,0.001,119
26257,474,8,19,30,0.654,0.4251,0.365,0.0892,72.3523
26258,68,6,9,36,0.6765,0.2168,0.4412,0.0155,57.9853
26259,75,9,13,72,0.24,0.0247,0.3067,0.0119,100.0933
26260,1285,10,33,30,0.323,0.5691,0.221,0.1464,71.6677
26261,20,5,7,36,0.3,0.0229,0.55,0.0057,69
26262,119,7,13,34,0.5882,0.2953,0.4958,0.0304,77.2101
26264,146,8,14,30,0.4589,0.0919,0.4384,0.033,82.7055
26266,45,8,8,34,0.5778,0.0357,0.3778,0.0088,55.3778
26267,13,1,2,38,1,0.0031,0.8462,0.006,78.8462
26268,52,5,9,32,0.9231,0.2025,0.3462,0.0093,79.2115
26269,93,5,6,37,0.5914,0.2101,0.4516,0.0216,68.6882
26270,52,7,12,48,0.5577,0.0398,0.2308,0.0062,79.8077
26271,1,1,1,114,1,0.0002,1,0.0015,114
26272,114,8,15,39,0.6053,0.2911,0.2018,0.0119,70.8684
26273,21,6,12,41,0.5714,0.0506,0.1905,0.0021,104.3333
26274,75,4,7,45,0.6533,0.1715,0.48,0.0186,68.6133
26275,25,7,8,41,0.64,0.0754,0.56,0.0072,84.04
26277,220,6,10,35,0.4955,0.1495,0.3591,0.0407,82.0455
26278,58,7,14,53,0.3103,0.0747,0.4828,0.0144,63.8448
26279,135,5,6,35,0.6593,0.122,0.5481,0.0381,78.9111
26280,13,2,5,57,0.9231,0.0506,0.3077,0.0489,84.1538
26281,2,2,2,91,0.5,0.0014,0.5,0.0038,91
26282,40,4,5,31,0.475,0.0895,0.425,0.0088,78.375
26283,289,8,26,31,0.5087,0.2016,0.1869,0.0278,67.4187
26284,39,9,13,33,0.5385,0.0288,0.2821,0.0057,86.8718
26285,57,5,8,38,0.7193,0.1566,0.386,0.0113,67.4561
26286,40,3,5,39,0.8,0.0204,0.525,0.0108,80.775
26287,5,1,3,58,1,0.0012,0.6,0.0016,93.4
26288,126,6,12,36,0.4127,0.2193,0.2698,0.0175,74.619
26289,429,10,28,31,0.4848,0.2852,0.2005,0.0443,68.4452
26290,17,5,6,33,0.3529,0.0229,0.5294,0.0046,56.2941
26291,344,8,23,32,0.4797,0.2263,0.2442,0.0433,75.8721
26292,8,1,2,45,1,0.0019,0.75,0.0033,55
26293,53,7,13,39,0.4151,0.0928,0.3585,0.0098,66.1321
26294,73,5,5,38,0.5068,0.0974,0.4521,0.017,70.9589
26295,71,5,8,48,0.7606,0.1422,0.4789,0.0175,82.2676
26296,77,6,12,36,0.6753,0.0713,0.2338,0.0093,93.5325
26297,45,7,13,31,0.3111,0.0581,0.3778,0.0088,86.7111
26298,25,5,9,43,0.68,0.0233,0.24,0.0031,87.56
26299,8,3,5,113,0.625,0.0132,0.375,0.0015,114.75
26300,65,6,8,31,0.7846,0.1948,0.6615,0.0222,73.0615
26301,13,3,7,89,0.4615,0.0249,0.3077,0.0021,89.3846
26303,9,2,3,57,0.8889,0.028,0.4444,0.0441,83.6667
26304,350,9,20,30,0.4029,0.1934,0.2686,0.0484,89.5571
26305,162,10,19,31,0.4568,0.1015,0.2531,0.0211,80.2037
26306,78,8,18,31,0.7308,0.0782,0.3205,0.0129,72.6795
26308,165,8,13,30,0.7576,0.1714,0.497,0.0423,70.0061
26309,64,6,10,33,0.7813,0.2074,0.3281,0.0108,55.9844
26310,165,7,16,30,0.4242,0.096,0.2727,0.0232,76.7273
26311,38,6,5,33,0.4474,0.0233,0.4474,0.0088,77.5263
26312,22,2,3,34,0.9091,0.0127,0.8636,0.0098,50.2727
26313,20,2,3,59,0.95,0.0548,0.55,0.0057,96.1
26314,64,5,9,38,0.7344,0.0645,0.3281,0.0108,73.125
26315,155,5,16,32,0.7806,0.1659,0.2903,0.0232,61.1161
26316,145,8,17,39,0.5586,0.1111,0.531,0.0397,78.2414
26317,159,8,20,31,0.3459,0.0754,0.2642,0.0216,80.6604
26318,100,7,14,35,0.43,0.1784,0.37,0.0191,74.33
26320,307,9,31,33,0.3257,0.1371,0.2443,0.0387,58.3713
26321,17,5,6,38,0.3529,0.0229,0.3529,0.0031,50.0588
26324,7,1,3,96,1,0.0017,0.7143,0.0027,96
26325,114,4,7,32,0.4649,0.2236,0.4561,0.0268,77.6754
26326,41,2,4,34,0.6829,0.0178,0.6098,0.0129,72.2927
26327,1,1,1,109,1,0.0029,1,0.0005,109
26328,2,1,1,68,1,0.0005,1,0.1692,89.5
26329,139,5,10,34,0.6978,0.4092,0.3381,0.0242,84.3957
26330,68,6,12,42,0.4412,0.0411,0.25,0.0088,87.7647
26331,87,5,7,31,0.4368,0.0521,0.3908,0.0175,77.5517
26332,833,9,23,30,0.4742,0.5417,0.3205,0.1376,73.0864
26333,35,3,4,53,0.6,0.099,0.8286,0.0149,81
26335,159,9,25,34,0.4591,0.1001,0.1887,0.0155,85.4969
26337,2,1,2,33,1,0.0053,0.5,0.0005,33
26338,236,8,18,30,0.5424,0.1755,0.5,0.0608,76.1992
26339,9,2,4,83,0.8889,0.028,0.4444,0.0441,83
26341,47,3,14,30,0.7447,0.048,0.1915,0.0046,60.2128
26342,103,5,16,34,0.6699,0.0946,0.2913,0.0155,86.8738
26343,50,4,7,32,0.84,0.1772,0.72,0.0186,54.92
26344,70,5,11,50,0.7143,0.191,0.6857,0.0247,94.2
26346,46,7,17,31,0.5,0.0315,0.1739,0.0041,36.5652
26348,346,9,24,30,0.5751,0.8394,0.2601,0.0464,73.3699
26351,219,8,16,36,0.8082,0.2427,0.4338,0.049,80.0137
26352,65,7,8,36,0.7538,0.2067,0.3692,0.0124,75.6
26353,43,2,6,39,0.6744,0.0185,0.4419,0.0098,80.4651
26354,43,7,12,56,0.3256,0.0192,0.3488,0.0077,91.7209
26355,21,2,3,43,0.9524,0.0764,0.8571,0.0675,72.9048
26356,40,6,12,37,0.475,0.0801,0.25,0.0052,70.7
26358,282,8,16,34,0.5957,0.2304,0.227,0.033,74.3014
26359,144,5,8,31,0.5347,0.3629,0.3958,0.0294,69.8333
26360,198,6,7,30,0.9444,0.2564,0.6717,0.0685,75.5051
26361,342,9,17,30,0.6725,0.3154,0.4035,0.0711,75.3713
26362,369,10,25,31,0.4309,0.218,0.2033,0.0387,81.6721
26363,115,7,9,31,0.6435,0.307,0.6348,0.0376,73.0957
26365,104,4,8,44,0.5385,0.2639,0.4904,0.0263,82.7212
26366,18,4,7,53,0.5,0.0373,0.2778,0.0026,68.5556
26367,18,4,8,62,0.4444,0.0337,0.2778,0.0026,69.9444
26368,208,8,16,31,0.6875,0.1961,0.3798,0.0407,81.7644
26370,189,5,12,32,0.9153,0.6609,0.5397,0.0526,81.6455
26371,103,7,12,32,0.6796,0.096,0.3981,0.0211,79.9903
26372,14,3,4,47,0.4286,0.021,0.3571,0.0026,65
26373,2,2,2,65,0.5,0.0042,0.5,0.0047,65
26375,294,9,19,35,0.4388,0.1769,0.3605,0.0546,80.6871
26377,33,3,4,35,0.6061,0.07,0.6061,0.0103,75.4242
26378,16,4,6,33,0.6875,0.042,0.5625,0.0046,92.25
26380,38,5,9,39,0.7895,0.1265,0.5263,0.0103,90.3421
26381,102,7,9,35,0.7059,0.0987,0.2157,0.0113,81.3922
26382,64,8,19,38,0.5625,0.1519,0.1719,0.0057,63.4063
26383,179,8,20,34,0.3687,0.0905,0.3073,0.0283,82.3687
26384,65,8,11,35,0.6923,0.0617,0.4,0.0134,78.3077
26385,16,4,5,31,0.625,0.0382,0.625,0.0052,63.625
26387,74,3,9,30,0.5,0.1295,0.4595,0.0175,80.1622
26388,49,3,5,30,0.5102,0.0159,0.5102,0.0129,77.2653
26389,13,4,5,48,0.4615,0.0249,0.4615,0.0031,71.6923
26391,242,7,15,32,0.8512,0.8546,0.4421,0.0551,72.4298
26394,73,5,12,35,0.411,0.1265,0.3014,0.0113,93.8493
26395,67,4,6,36,0.5522,0.0974,0.403,0.0139,81.7164
26396,115,10,19,30,0.2783,0.0439,0.2435,0.0144,67.6435
26397,46,5,11,34,0.4565,0.099,0.4565,0.0108,57.7391
26398,42,8,10,35,0.2857,0.0506,0.3571,0.0077,90.7143
26399,63,6,14,32,0.7143,0.1898,0.2698,0.0088,82.254
26400,113,7,12,38,0.7257,0.1124,0.2478,0.0144,90.7522
26401,13,2,5,48,0.7692,0.0288,0.4615,0.0031,61.3846
26402,26,3,9,40,0.5,0.0178,0.1923,0.0234,81.1154
26404,105,5,9,36,0.7333,0.3629,0.7143,0.0387,89.6381
26405,2,2,2,119,0.5,0.0035,0.5,0.0047,119
26406,225,8,14,36,0.4667,0.144,0.4578,0.0531,78.3111
26407,79,6,11,31,0.443,0.048,0.4177,0.017,70.1392
26408,1,1,1,98,1,0.0002,1,0.0005,98
26409,64,7,11,33,0.5156,0.0453,0.2813,0.0093,81.6875
26410,77,4,8,30,0.9221,0.2713,0.8701,0.0345,81.1429
26411,163,5,8,30,0.7301,0.3133,0.638,0.0536,89.3497
26413,54,3,6,34,0.5741,0.1085,0.5741,0.016,68.5741
26414,21,5,7,49,0.6667,0.0192,0.2381,0.0026,84.9524
26415,475,9,20,30,0.4463,0.2907,0.3516,0.0861,78.44
26416,205,9,16,36,0.5659,0.1591,0.2683,0.0283,78.9415
26417,69,7,13,42,0.6377,0.1856,0.4203,0.0149,83.4348
26418,6,1,1,67,1,0.0015,1,0.0033,97.3333
26419,26,4,6,30,0.6923,0.063,0.6538,0.0088,61.5385
26420,125,8,17,30,0.336,0.0576,0.368,0.0237,88.928
26421,431,5,16,30,0.7726,0.8767,0.406,0.0902,83.703
26422,6,4,3,62,0.3333,0.0094,0.6667,0.0021,72.6667
26423,151,8,18,36,0.4702,0.0974,0.2185,0.017,81.1457
26424,52,4,5,37,0.5769,0.1414,0.5577,0.0149,72.5192
26426,64,3,5,33,0.875,0.1474,0.5313,0.0175,68.875
26427,12,4,7,71,0.5,0.0249,0.3333,0.0021,89.25
26428,86,7,19,31,0.3837,0.0453,0.1628,0.0072,63.8023
26429,55,4,5,33,0.7273,0.1053,0.4727,0.0134,65.8909
26430,132,4,9,32,0.7121,0.39,0.4697,0.032,76.8106
26431,73,3,7,37,0.863,0.1659,0.411,0.0155,103.274
26432,155,7,19,31,0.4065,0.0864,0.3677,0.0294,80.3548
26433,273,7,16,33,0.5641,0.2112,0.3773,0.0531,78.6154
26434,12,5,4,32,0.6667,0.0332,0.75,0.0046,64.5833
26435,21,3,6,34,0.6667,0.0591,0.3333,0.0411,72.3333
26436,57,6,10,33,0.4211,0.1012,0.4386,0.0129,55.1053
26438,57,2,4,36,0.9825,0.1474,0.7895,0.0232,78.8772
26440,86,5,13,42,0.8372,0.3037,0.3605,0.016,81.907
26441,9,2,3,36,0.8889,0.0211,0.6667,0.0031,50.5556
26442,109,8,20,31,0.4495,0.0672,0.2294,0.0129,63.4312
26443,51,7,10,42,0.5686,0.0398,0.451,0.0119,84.3333
26444,19,4,7,35,0.6842,0.0548,0.2632,0.0293,68.1053
26445,134,4,5,34,0.8731,0.4094,0.403,0.0278,86.806
26446,15,2,3,38,0.9333,0.049,0.4667,0.0328,60.2667
26447,56,6,9,33,0.3571,0.083,0.4821,0.0139,69.625
26448,229,9,21,48,0.4236,0.133,0.3188,0.0376,97.2969
26449,38,3,7,109,0.6842,0.0357,0.4211,0.0082,109.6053
26450,85,8,17,42,0.5882,0.0686,0.2118,0.0093,83.0941
26451,15,5,5,42,0.4667,0.033,0.4667,0.0036,74.4
26452,218,7,14,38,0.7752,0.2317,0.3211,0.0361,93.078
26453,10,4,4,87,0.5,0.0236,0.3,0.0015,96.1
26454,105,4,13,35,0.8571,0.3796,0.4571,0.0247,59.2095
26456,34,6,10,96,0.3235,0.0151,0.1765,0.0031,109
26457,29,6,11,50,0.5862,0.0233,0.3103,0.0046,95.3793
26458,148,7,12,37,0.6959,0.1412,0.3986,0.0304,70.2095
26459,31,6,11,36,0.2903,0.0344,0.3226,0.0052,69.871
26460,105,8,15,35,0.7143,0.1028,0.3238,0.0175,85.219
26461,54,4,9,38,0.5556,0.1414,0.463,0.0129,76.1481
26462,125,7,15,33,0.296,0.1535,0.368,0.0237,74.416
26463,226,7,20,31,0.6239,0.1934,0.3142,0.0366,79.3274
26464,131,6,15,36,0.4427,0.0795,0.3359,0.0227,91.7252
26466,42,2,3,37,0.5238,0.014,0.5238,0.0113,80.5476
26467,13,5,7,62,0.5385,0.033,0.3846,0.0026,62
26468,17,5,8,52,0.3529,0.0253,0.2353,0.0021,61.4118
26469,75,7,14,33,0.5867,0.0603,0.3733,0.0144,75.8667
26470,144,4,8,34,0.8333,0.4199,0.4653,0.0345,81.1042
26471,60,3,6,31,0.95,0.1995,0.8833,0.0273,72.2
26472,123,8,15,34,0.4472,0.0754,0.3089,0.0196,76.8374
26473,636,10,26,31,0.6415,0.5595,0.195,0.0639,66.1494
26474,193,8,15,30,0.7513,0.1988,0.4197,0.0417,80.6114
26475,50,4,9,36,0.76,0.1603,0.5,0.0129,63.24
26476,103,5,17,39,0.6893,0.2995,0.2718,0.0144,103.1165
26477,41,3,3,46,0.7073,0.0185,0.7561,0.016,66.6585
26478,14,4,8,90,0.4286,0.0229,0.2143,0.0015,104.7857
26479,113,8,16,30,0.5487,0.2615,0.2301,0.0134,74.5841
26480,38,7,11,33,0.4474,0.0717,0.3947,0.0077,62.0263
26481,122,8,13,33,0.4262,0.2193,0.2459,0.0155,66.3852
26482,104,10,20,35,0.5673,0.0809,0.25,0.0134,72.4904
26483,77,9,16,30,0.5974,0.0631,0.3117,0.0124,69.0649
26484,190,7,16,36,0.4632,0.1207,0.4316,0.0423,77.8263
26485,496,9,29,31,0.3992,0.2715,0.1472,0.0376,63.8004
26486,46,6,12,38,0.5217,0.1131,0.1957,0.0046,75.7174
26487,320,7,21,32,0.8125,0.3565,0.3188,0.0526,70.6781
26488,13,4,7,45,0.3846,0.0211,0.3077,0.0021,73.3077
26489,2,1,1,43,1,0.0005,1,0.0011,43
26491,146,7,14,39,0.3973,0.0795,0.3425,0.0258,76.9658
26492,154,8,22,32,0.6429,0.1358,0.4156,0.033,73.3182
26493,31,3,6,46,0.7097,0.077,0.2903,0.0046,72.4839
26495,72,8,16,47,0.4444,0.135,0.1944,0.0072,67.3472
26496,98,6,9,43,0.5816,0.0782,0.2653,0.0134,87.3776
26497,293,8,16,30,0.6689,0.2688,0.6109,0.0922,77.6553
26499,5,2,3,68,0.8,0.0055,0.4,0.0015,93.8
26500,24,6,9,39,0.375,0.0373,0.3333,0.0041,50.1667
26501,134,4,13,32,0.6493,0.1193,0.5448,0.0376,75.7687
26502,30,4,6,41,0.7333,0.0302,0.5333,0.0082,78.9333
26503,4,1,2,66,1,0.001,0.5,0.0011,88.75
26505,355,8,10,32,0.431,0.6347,0.4817,0.0881,82.9746
26506,96,9,17,31,0.25,0.0329,0.4375,0.0216,76.2083
26507,230,8,15,33,0.7739,0.2441,0.4478,0.0531,65.713
26508,3,3,3,51,0.3333,0.0047,0.3333,0.0005,57
26509,115,9,16,40,0.4435,0.0699,0.487,0.0289,76.9304
26510,100,6,15,33,0.46,0.0631,0.27,0.0139,84.5
26511,12,5,6,37,0.4167,0.0069,0.3333,0.0021,74.3333
26512,8,4,4,81,0.5,0.0166,0.5,0.0021,97.875
26513,164,7,14,32,0.372,0.0836,0.372,0.0314,76.6585
26514,8,2,2,53,0.75,0.0038,0.75,0.0031,70.375
26516,21,2,3,47,0.8571,0.0115,0.5238,0.0057,87.0952
26517,33,7,8,32,0.5152,0.0233,0.4545,0.0077,70.9394
26518,323,7,17,30,0.8359,0.3702,0.4737,0.0788,80.3375
26520,26,3,7,35,0.5769,0.0395,0.3462,0.0046,74
26521,460,9,20,32,0.3326,0.2098,0.2783,0.066,73.4478
26522,151,7,12,35,0.404,0.0836,0.4371,0.034,84.7351
26523,38,7,9,32,0.6053,0.097,0.3684,0.0072,74.7368
26524,27,5,8,49,0.3333,0.0344,0.2593,0.0036,77.3704
26526,592,10,23,30,0.652,0.5293,0.2855,0.0871,75.853
26527,9,5,7,54,0.3333,0.0041,0.2222,0.001,74.6667
26528,97,7,15,33,0.5361,0.2193,0.1753,0.0088,67.2371
26529,262,7,16,30,0.542,0.599,0.3626,0.049,71.2977
26530,8,4,5,32,0.375,0.0127,0.375,0.0015,35.125
26531,271,10,20,36,0.5166,0.192,0.1734,0.0242,64.941
26532,6,1,1,37,1,0.0015,1,0.0046,71.6667
26533,55,4,7,48,0.8,0.154,0.4,0.0113,85.3091
26534,2,1,1,60,1,0.0083,1,0.0322,60
26535,95,9,14,30,0.3579,0.0466,0.4526,0.0222,84.6105
26536,84,6,10,37,0.6905,0.2406,0.6429,0.0278,84.4167
26537,178,6,16,32,0.6067,0.1481,0.1966,0.018,74.2303
26538,99,5,11,30,0.9495,0.3965,0.7172,0.0366,74.0909
26539,206,10,25,30,0.4417,0.1248,0.2233,0.0237,64.9563
26541,85,8,16,51,0.6588,0.0768,0.2235,0.0098,82.0941
26542,57,4,6,45,0.6842,0.0535,0.5439,0.016,101.9474
26543,64,4,8,39,0.5781,0.1414,0.3594,0.0119,69.0313
26544,14,5,6,32,0.6429,0.038,0.5714,0.0041,82.5714
26546,56,7,13,33,0.5179,0.1203,0.5536,0.016,64.4107
26547,57,1,2,30,1,0.0363,0.9474,0.0278,78.1754
26548,228,10,19,31,0.2675,0.0836,0.2281,0.0268,51.8596
26549,68,8,14,30,0.5294,0.1519,0.3971,0.0139,81.1765
26550,24,2,4,37,0.8333,0.0577,0.8333,0.0103,75.875
26551,25,4,7,49,0.68,0.0448,0.72,0.0093,71.36
26552,24,4,7,33,0.7917,0.0261,0.25,0.0031,62.6667
26553,54,4,13,62,0.7222,0.0535,0.2963,0.0082,112.963
26554,101,7,8,31,0.4554,0.194,0.4455,0.0232,80.1584
26555,86,3,11,40,0.9419,0.3417,0.2907,0.0129,72.1163
26556,96,5,7,34,0.5104,0.2067,0.4167,0.0206,74.9375
26557,11,4,5,48,0.4545,0.0236,0.3636,0.0021,59.6364
26558,39,3,10,40,0.5641,0.077,0.4872,0.0098,83.3846
26559,130,10,16,32,0.5692,0.1015,0.4462,0.0299,77.6615
26560,30,5,6,38,0.6,0.0848,0.5,0.0077,78.5
26561,73,3,9,33,0.9315,0.2868,0.411,0.1407,78.8356
26562,115,4,8,30,0.5043,0.2406,0.3478,0.0206,71.5826
26563,11,3,4,48,0.7273,0.0337,0.4545,0.0222,69.3636
26564,8,3,5,33,0.625,0.0236,0.25,0.001,61.125
26565,337,6,15,30,0.724,1.0123,0.3591,0.0624,73.2997
26566,40,6,12,46,0.4,0.0219,0.25,0.0052,64.3
26567,10,2,5,89,0.8,0.0332,0.3,0.0176,89
26568,378,8,25,33,0.6455,0.3346,0.1984,0.0387,65.5926
26569,119,7,14,31,0.7395,0.1207,0.2689,0.0165,69.0336
26570,226,10,18,30,0.2566,0.0795,0.3938,0.0459,76.5752
26571,4,2,1,46,0.75,0.0079,1,0.0021,53.5
26572,91,5,16,31,0.4505,0.0562,0.3407,0.016,74.6484
26573,40,3,4,30,0.9,0.1375,0.875,0.018,83.1
26574,76,6,8,34,0.8289,0.0864,0.7237,0.0283,78.8947
26576,18,4,6,67,0.7222,0.0548,0.3889,0.0036,91
26577,213,7,24,30,0.8122,0.2372,0.2066,0.0227,63.6291
26578,27,6,9,40,0.4444,0.0165,0.5556,0.0077,77.1852
26579,89,8,9,31,0.618,0.232,0.6854,0.0314,76.7865
26580,41,6,12,36,0.3902,0.0675,0.2439,0.0052,78.6829
26581,77,8,12,35,0.4545,0.048,0.3247,0.0129,72.1169
26582,70,4,14,36,0.7143,0.2109,0.3,0.0108,71.5857
26583,113,7,10,36,0.5221,0.2448,0.3805,0.0222,86.4425
26584,7,5,6,74,0.4286,0.0124,0.2857,0.001,89.4286
26585,148,7,12,33,0.6081,0.1234,0.3986,0.0304,79.4527
26586,10,2,6,45,0.5,0.0032,0.4,0.0021,76.5
26587,36,2,4,36,0.9444,0.098,0.4722,0.0088,89.8889
26588,77,6,9,39,0.7532,0.2734,0.5844,0.0232,76.6623
26589,45,2,4,39,0.9333,0.0267,0.6889,0.016,83
26590,5,2,4,87,0.8,0.0115,0.4,0.001,87
26591,9,2,4,107,0.8889,0.0211,0.4444,0.0021,109.5556
26592,4,2,3,35,0.75,0.0141,0.5,0.001,39.25
26594,56,5,7,42,0.8571,0.2262,0.4286,0.0124,83.6786
26595,44,6,6,37,0.7045,0.1184,0.3636,0.0082,91.4091
26596,86,5,8,51,0.5814,0.191,0.4767,0.0211,83.7209
26597,155,9,19,32,0.3226,0.0686,0.1806,0.0144,83.8774
26598,15,5,10,91,0.6,0.0123,0.3333,0.0026,101.4667
26599,60,6,8,50,0.4833,0.0398,0.4,0.0124,93.9
26600,46,7,11,34,0.6304,0.0398,0.5217,0.0124,87.0652
26601,57,7,10,37,0.7719,0.0603,0.3158,0.0093,83.5439
26602,113,1,4,33,1,0.0274,0.5664,0.0352,87.6195
26603,10,2,3,34,0.9,0.0424,0.7,0.0036,68.6
26604,39,6,12,30,0.5128,0.0274,0.2564,0.0052,86.1795
26605,123,6,10,34,0.6829,0.3959,0.4959,0.0314,84.626
26606,75,8,13,34,0.48,0.1519,0.2667,0.0103,59.3067
26608,166,8,20,39,0.5301,0.3712,0.2289,0.0196,82.8434
26609,74,4,7,30,0.9054,0.1764,0.5541,0.0211,81.8919
26610,389,8,18,30,0.4807,0.2564,0.3753,0.0752,82.2648
26611,33,4,7,40,0.7273,0.0917,0.4242,0.0072,81.8485
26612,29,3,9,43,0.6552,0.0261,0.2759,0.0041,94.7586
26614,53,6,8,36,0.3396,0.0759,0.3019,0.0082,72.9811
26615,158,7,12,38,0.5949,0.1289,0.2848,0.0232,82.557
26616,24,1,4,35,1,0.0058,0.5,0.0066,93.625
26618,80,6,9,31,0.775,0.085,0.5375,0.0222,77.0375
26619,71,7,10,33,0.6901,0.2033,0.3662,0.0134,72.8451
26620,13,3,4,44,0.5385,0.0245,0.5385,0.0036,67.3846
26621,9,2,3,87,0.7778,0.0045,0.5556,0.0026,100.7778
26622,11,4,8,64,0.6364,0.0096,0.1818,0.001,100.8182
26624,7,2,2,108,0.5714,0.0025,0.5714,0.0021,109.8571
26625,19,3,6,38,0.4211,0.028,0.3684,0.0036,79.3158
26627,406,9,15,30,0.9015,1.5438,0.4828,0.101,71.8818
26628,29,4,6,40,0.5172,0.0525,0.4483,0.0067,80.5517
26629,242,5,15,36,0.657,0.218,0.3967,0.0495,80.9752
26630,124,7,16,30,0.7258,0.1234,0.4113,0.0263,71.0726
26631,9,3,2,36,0.5556,0.0032,0.6667,0.0031,86.8889
26632,251,5,10,30,0.8207,0.8689,0.5179,0.067,82.2032
26633,188,8,27,35,0.3936,0.1015,0.2287,0.0222,76.0319
26634,45,4,8,31,0.6889,0.1085,0.4667,0.0108,90.2444
26635,59,4,8,36,0.8305,0.1872,0.4407,0.0134,82.1356
26636,62,3,8,36,0.9194,0.0363,0.3871,0.0124,74.5323
26637,177,3,7,30,0.6554,0.0738,0.5424,0.0495,72.6441
26638,252,9,20,49,0.3651,0.1262,0.2976,0.0387,96.5159
26639,59,6,9,43,0.6271,0.1561,0.2881,0.0088,83.0508
26640,934,10,30,30,0.2548,0.3264,0.2752,0.1324,77.5621
26641,317,9,22,30,0.6183,0.2688,0.2303,0.0376,87.6656
26642,23,3,6,30,0.6957,0.056,0.2609,0.0031,70.6957
26643,28,3,7,35,0.75,0.0735,0.6786,0.0098,68.1429
26644,34,5,7,43,0.7941,0.037,0.6765,0.0119,86.2647
26645,9,3,5,85,0.7778,0.033,0.5556,0.0026,85
26647,43,4,10,41,0.4651,0.07,0.3488,0.0077,78.1395
26649,253,7,11,30,0.7866,0.8256,0.6206,0.0809,76.9881
26651,101,8,14,31,0.4158,0.1772,0.3267,0.017,88.198
26652,241,9,23,33,0.5104,0.1687,0.1618,0.0201,87.9917
26653,17,2,3,75,0.5294,0.0057,0.5294,0.0046,97.4118
26654,22,3,6,33,0.4091,0.0424,0.3636,0.0041,75.7727
26655,71,6,8,35,0.8451,0.0823,0.3944,0.0144,69.3099
26656,64,6,10,32,0.375,0.0329,0.5,0.0165,73.2656
26658,157,7,13,32,0.3248,0.2116,0.5223,0.0423,80.3312
26659,203,9,19,33,0.6453,0.1796,0.4631,0.0484,75.8818
26660,179,8,20,30,0.7877,0.1934,0.486,0.0448,66.1788
26661,266,8,13,30,0.6429,0.2345,0.297,0.0407,77.5113
26663,87,5,11,32,0.8851,0.3629,0.4368,0.0196,79.7701
26664,1,1,1,58,1,0.0002,1,0.0005,58
26668,35,4,5,44,0.8,0.098,0.6,0.0108,85.1143
26669,44,7,14,34,0.4091,0.0759,0.2273,0.0052,60.4545
26670,26,5,6,47,0.8077,0.099,0.5,0.0067,76.9615
26671,87,6,10,31,0.5862,0.0699,0.3218,0.0144,84.8391
26672,193,7,12,36,0.4767,0.4336,0.3834,0.0381,68.7772
26674,175,9,19,33,0.3371,0.2489,0.3371,0.0304,78.7371
26675,90,9,19,35,0.2556,0.0315,0.2333,0.0108,71.5778
26676,508,6,11,30,0.6516,1.3962,0.372,0.0974,75.6929
26677,84,6,17,39,0.3095,0.0357,0.2262,0.0098,84.6905
26678,261,10,22,30,0.5709,0.2043,0.2184,0.0294,82.8391
26679,93,8,15,52,0.3548,0.1392,0.2043,0.0098,89.1398
26680,79,3,8,34,0.6203,0.1715,0.557,0.0227,80.9494
26681,227,9,18,33,0.5551,0.1728,0.3392,0.0397,67.8414
26682,108,7,13,35,0.4815,0.2157,0.4815,0.0268,79.0556
