uid,age,sex,limit,User_age_range,User_interdate
51653,35,1,6.153413772583008,3,362
36445,40,1,6.153413772583008,4,155
8377,35,1,5.292153835296631,3,167
7867,35,1,5.722768306732178,3,246
7490,40,1,5.974677085876465,4,305
36414,35,1,6.153413772583008,3,342
35213,30,1,6.292054653167725,2,355
14655,40,2,5.974677085876465,4,245
889,40,1,5.722768306732178,4,178
58962,35,1,6.292054653167725,3,162
52481,30,1,5.974677085876465,2,248
49342,45,1,6.153413772583008,4,160
37686,30,1,5.974677085876465,2,167
30344,35,2,6.292054653167725,3,288
6089,30,1,6.153413772583008,2,276
50707,35,1,5.974677085876465,3,302
56965,35,1,6.292054653167725,3,222
25687,35,1,5.974677085876465,3,307
86532,40,1,5.722768306732178,4,314
85006,40,1,6.292054653167725,4,245
3168,50,1,6.292054653167725,4,337
35774,40,1,6.153413772583008,4,331
86482,35,1,5.974677085876465,3,307
14700,30,2,6.153413772583008,2,287
70402,35,1,6.292054653167725,3,349
42800,35,1,5.974677085876465,3,307
35141,35,1,6.292054653167725,3,285
21559,30,1,6.292054653167725,2,228
17494,30,1,6.292054653167725,2,287
9306,25,1,5.974677085876465,1,296
64836,30,1,5.974677085876465,2,288
75494,35,1,5.974677085876465,3,238
78603,40,1,5.292153835296631,4,249
85505,35,1,5.974677085876465,3,213
4083,30,1,5.722768306732178,2,169
70274,35,1,5.722768306732178,3,253
78208,30,1,5.722768306732178,2,260
79500,45,2,5.974677085876465,4,275
60406,30,1,5.722768306732178,2,255
58611,35,1,5.292153835296631,3,340
89864,40,1,5.722768306732178,4,303
72246,35,2,5.974677085876465,3,277
68924,30,1,5.974677085876465,2,190
60548,35,1,5.974677085876465,3,228
66216,30,1,6.153413772583008,2,316
22786,45,1,5.974677085876465,4,190
27337,35,1,6.153413772583008,3,335
23305,30,1,5.974677085876465,2,225
65593,30,1,6.292054653167725,2,194
53348,25,1,5.722768306732178,1,297
21352,35,1,5.722768306732178,3,336
56629,35,1,6.292054653167725,3,175
66563,30,1,6.153413772583008,2,256
14810,25,1,6.153413772583008,1,288
85655,40,1,5.974677085876465,4,306
60178,40,1,6.292054653167725,4,349
45925,35,1,6.292054653167725,3,336
24548,40,1,6.292054653167725,4,169
54781,30,1,5.974677085876465,2,308
55770,30,1,6.292054653167725,2,183
12677,30,1,5.292153835296631,2,164
45496,30,1,5.722768306732178,2,187
5875,35,2,6.292054653167725,3,158
75032,30,1,6.153413772583008,2,348
25185,25,1,5.974677085876465,1,210
47598,50,2,5.722768306732178,4,290
69266,30,1,5.722768306732178,2,252
40948,30,1,5.722768306732178,2,306
55128,35,1,6.153413772583008,3,342
52402,35,2,5.722768306732178,3,246
22237,40,1,5.722768306732178,4,287
46074,30,1,6.153413772583008,2,250
30817,25,1,5.292153835296631,1,238
42682,30,1,5.974677085876465,2,349
25376,25,2,6.292054653167725,1,348
54577,30,1,6.292054653167725,2,217
86289,35,1,5.974677085876465,3,183
25603,40,1,6.292054653167725,4,288
30892,35,2,6.292054653167725,3,357
54112,35,1,5.722768306732178,3,195
78365,35,1,6.153413772583008,3,336
1352,30,1,6.153413772583008,2,328
86262,30,1,6.292054653167725,2,270
37167,30,1,5.974677085876465,2,168
90257,25,1,5.292153835296631,1,335
86337,30,1,5.974677085876465,2,195
45298,40,1,5.974677085876465,4,307
46064,40,1,5.974677085876465,4,260
61878,40,1,6.292054653167725,4,336
3262,25,1,5.974677085876465,1,336
44893,25,1,5.974677085876465,1,191
910,30,1,6.292054653167725,2,165
53698,40,1,5.722768306732178,4,288
15246,45,1,6.153413772583008,4,294
40843,30,2,5.722768306732178,2,321
47767,30,1,5.974677085876465,2,160
28154,35,2,5.974677085876465,3,307
58170,30,1,6.153413772583008,2,307
52288,30,2,5.974677085876465,2,253
22037,30,1,5.292153835296631,2,247
37343,35,1,5.974677085876465,3,349
47890,40,1,6.292054653167725,4,348
9265,40,1,5.722768306732178,4,213
34782,30,2,6.292054653167725,2,210
8392,35,1,5.974677085876465,3,340
89908,25,1,5.292153835296631,1,306
88597,40,1,6.153413772583008,4,196
46097,30,1,5.292153835296631,2,260
11561,30,2,5.292153835296631,2,290
41855,30,1,5.292153835296631,2,306
79531,25,1,5.292153835296631,1,261
41434,40,1,6.292054653167725,4,172
37693,35,1,5.722768306732178,3,253
45084,25,1,5.292153835296631,1,165
45075,45,1,5.722768306732178,4,226
81477,25,1,5.974677085876465,1,208
61465,35,1,6.153413772583008,3,190
18924,30,2,6.153413772583008,2,212
86030,45,1,6.292054653167725,4,246
2782,25,1,5.974677085876465,1,222
16907,45,1,5.974677085876465,4,288
3456,25,1,6.292054653167725,1,291
43680,50,1,6.292054653167725,4,207
74445,35,1,5.722768306732178,3,262
58517,35,1,5.722768306732178,3,364
45344,25,1,5.974677085876465,1,224
12236,25,1,5.292153835296631,1,287
5747,35,1,5.292153835296631,3,262
45894,30,1,6.292054653167725,2,229
22671,30,1,5.974677085876465,2,212
87502,25,1,5.974677085876465,1,249
29170,25,1,6.292054653167725,1,226
28519,30,1,6.153413772583008,2,259
33575,25,1,5.292153835296631,1,210
62875,25,1,6.292054653167725,1,199
23388,35,2,5.292153835296631,3,251
45619,45,2,5.292153835296631,4,293
60835,30,1,5.292153835296631,2,343
53475,45,1,5.974677085876465,4,336
21673,35,1,5.974677085876465,3,308
6270,45,1,6.153413772583008,4,204
77128,25,1,5.722768306732178,1,224
57392,30,1,6.153413772583008,2,196
11147,25,1,5.722768306732178,1,299
1527,30,1,6.292054653167725,2,165
40282,40,1,5.292153835296631,4,188
46857,30,1,5.292153835296631,2,243
68142,30,1,5.974677085876465,2,224
6525,30,1,5.292153835296631,2,246
89414,25,1,5.722768306732178,1,220
50900,30,1,5.974677085876465,2,224
14832,35,1,5.292153835296631,3,256
48982,30,1,5.974677085876465,2,308
87930,40,1,6.292054653167725,4,280
90987,35,1,5.292153835296631,3,246
49934,35,1,6.292054653167725,3,193
88298,35,1,6.153413772583008,3,227
18929,35,1,5.722768306732178,3,347
23201,30,1,5.974677085876465,2,347
35457,30,2,5.974677085876465,2,183
74406,35,2,6.153413772583008,3,290
869,25,1,6.292054653167725,1,265
73276,30,1,5.722768306732178,2,186
9701,50,1,5.974677085876465,4,239
19128,35,2,6.292054653167725,3,307
78503,45,1,6.292054653167725,4,327
17753,30,1,6.292054653167725,2,355
83551,30,1,5.974677085876465,2,329
38403,25,1,5.722768306732178,1,174
46058,30,1,5.292153835296631,2,307
65073,30,1,5.722768306732178,2,299
39979,25,1,5.292153835296631,1,238
45001,35,1,6.292054653167725,3,196
42696,30,1,5.974677085876465,2,306
3742,25,1,5.292153835296631,1,259
32885,30,1,6.153413772583008,2,190
12857,30,1,5.292153835296631,2,291
31683,35,1,6.153413772583008,3,309
29406,30,2,5.292153835296631,2,279
82582,30,1,6.292054653167725,2,211
89819,30,2,6.292054653167725,2,193
55459,35,2,6.292054653167725,3,307
41743,20,2,5.292153835296631,1,186
71474,30,2,6.292054653167725,2,349
52415,30,1,5.292153835296631,2,189
84890,30,1,6.292054653167725,2,212
40557,45,1,6.292054653167725,4,339
12727,40,1,5.974677085876465,4,339
22694,30,1,6.153413772583008,2,167
79706,30,1,5.292153835296631,2,177
40468,30,1,6.292054653167725,2,244
56171,40,1,6.292054653167725,4,288
27988,30,1,6.292054653167725,2,350
82701,35,1,6.292054653167725,3,167
47710,30,1,5.974677085876465,2,331
74027,40,1,6.153413772583008,4,288
71183,40,1,6.292054653167725,4,289
47331,40,1,5.974677085876465,4,342
12005,40,1,6.292054653167725,4,336
78048,35,1,5.722768306732178,3,348
14874,35,1,5.292153835296631,3,168
47658,30,1,6.292054653167725,2,349
11468,35,1,6.292054653167725,3,306
4170,35,1,5.722768306732178,3,260
14576,40,1,5.974677085876465,4,230
72304,30,1,6.153413772583008,2,196
12201,40,1,5.974677085876465,4,218
55933,30,2,5.722768306732178,2,252
71862,35,1,5.974677085876465,3,288
57853,35,1,6.292054653167725,3,327
81501,30,1,6.153413772583008,2,302
86381,35,1,5.292153835296631,3,251
27132,25,1,5.722768306732178,1,259
10476,30,2,6.292054653167725,2,350
5324,25,1,5.722768306732178,1,248
84257,25,1,5.292153835296631,1,348
73685,30,1,5.722768306732178,2,334
5830,30,2,5.722768306732178,2,307
77486,45,1,6.292054653167725,4,206
43930,35,1,6.292054653167725,3,332
22332,35,1,5.722768306732178,3,255
468,40,1,6.153413772583008,4,342
22603,30,2,5.722768306732178,2,206
49095,30,1,5.974677085876465,2,253
30830,30,1,5.974677085876465,2,307
31527,30,1,5.974677085876465,2,336
65615,35,1,5.292153835296631,3,339
7243,25,1,5.292153835296631,1,337
80282,30,1,6.292054653167725,2,217
65717,30,1,5.722768306732178,2,209
70179,35,2,6.292054653167725,3,349
27397,50,2,5.974677085876465,4,304
21144,30,1,6.292054653167725,2,363
27897,35,1,5.292153835296631,3,211
48494,35,1,5.974677085876465,3,224
43928,25,1,6.292054653167725,1,349
15924,25,1,5.974677085876465,1,258
18643,25,1,6.292054653167725,1,167
49950,30,1,6.292054653167725,2,338
41869,25,1,5.974677085876465,1,306
16072,25,1,6.292054653167725,1,161
68203,40,1,5.292153835296631,4,245
16265,30,1,5.292153835296631,2,220
89066,30,1,5.722768306732178,2,166
69744,25,1,5.292153835296631,1,288
71823,35,1,5.974677085876465,3,190
48336,30,2,6.153413772583008,2,332
69699,30,2,5.722768306732178,2,221
78767,25,1,5.974677085876465,1,273
34123,25,1,5.722768306732178,1,210
80893,25,1,6.153413772583008,1,242
56202,30,1,5.292153835296631,2,281
8906,40,1,6.153413772583008,4,333
83042,45,1,6.153413772583008,4,291
19076,50,1,5.722768306732178,4,167
7638,30,1,6.292054653167725,2,364
6967,40,1,5.974677085876465,4,288
6100,35,1,5.974677085876465,3,229
37458,40,1,6.153413772583008,4,220
14743,35,1,5.292153835296631,3,183
43555,30,1,5.974677085876465,2,349
51905,30,2,5.722768306732178,2,214
4998,25,1,5.974677085876465,1,167
21878,30,1,6.153413772583008,2,163
79886,30,1,6.292054653167725,2,300
19309,35,1,6.292054653167725,3,361
76272,30,1,5.292153835296631,2,288
11816,25,1,5.974677085876465,1,220
47579,40,1,5.292153835296631,4,206
32800,45,1,6.292054653167725,4,338
27477,35,1,6.292054653167725,3,225
39984,40,1,6.292054653167725,4,338
90333,30,1,5.292153835296631,2,286
27462,30,1,5.974677085876465,2,231
44386,30,1,5.722768306732178,2,180
40238,30,1,6.153413772583008,2,200
41775,25,1,6.292054653167725,1,210
51255,40,1,6.153413772583008,4,185
1121,45,1,5.722768306732178,4,253
76500,35,1,5.974677085876465,3,307
23183,40,1,5.974677085876465,4,252
14127,35,1,6.292054653167725,3,337
24149,30,1,5.722768306732178,2,287
14062,40,1,6.292054653167725,4,298
64650,35,1,6.292054653167725,3,311
60697,35,2,5.722768306732178,3,211
55959,40,1,5.974677085876465,4,181
81505,30,1,5.292153835296631,2,323
75953,35,1,5.292153835296631,3,161
36132,35,1,6.292054653167725,3,269
6777,30,1,6.292054653167725,2,168
23179,35,2,5.722768306732178,3,307
41085,35,1,6.292054653167725,3,307
82371,35,1,5.292153835296631,3,190
14227,35,2,5.292153835296631,3,295
7012,35,2,5.974677085876465,3,307
33366,35,1,6.292054653167725,3,349
17162,30,1,6.292054653167725,2,163
90657,35,1,6.292054653167725,3,360
80335,45,1,5.722768306732178,4,334
77186,40,1,6.153413772583008,4,202
53047,35,1,5.722768306732178,3,337
5823,40,1,5.722768306732178,4,349
78079,30,1,5.974677085876465,2,293
47852,30,1,6.292054653167725,2,329
20508,45,1,5.974677085876465,4,333
52069,25,1,5.722768306732178,1,286
67158,35,1,6.292054653167725,3,358
67790,25,1,6.153413772583008,1,260
822,30,1,5.974677085876465,2,224
52111,30,1,6.153413772583008,2,254
3249,25,1,6.153413772583008,1,223
5605,30,1,5.292153835296631,2,287
12317,30,1,6.292054653167725,2,317
46249,45,1,5.292153835296631,4,162
13782,35,1,5.292153835296631,3,296
64417,30,1,5.974677085876465,2,336
35934,30,1,6.153413772583008,2,307
71836,40,1,5.292153835296631,4,249
21679,35,1,6.153413772583008,3,307
88495,40,1,5.722768306732178,4,336
1417,30,1,6.153413772583008,2,181
24439,30,1,6.153413772583008,2,307
290,25,2,5.292153835296631,1,162
15314,30,1,5.722768306732178,2,308
24191,25,1,5.974677085876465,1,330
26463,40,1,6.292054653167725,4,299
35109,25,1,5.974677085876465,1,225
76908,30,1,6.292054653167725,2,160
64824,30,1,5.292153835296631,2,256
56572,30,1,6.292054653167725,2,346
50779,30,1,5.722768306732178,2,288
66068,25,2,5.974677085876465,1,219
66145,40,1,6.153413772583008,4,194
25001,40,1,5.292153835296631,4,307
37613,25,1,5.974677085876465,1,193
11132,30,1,6.292054653167725,2,214
13786,35,1,5.722768306732178,3,193
79539,25,1,5.974677085876465,1,200
83839,50,1,5.722768306732178,4,348
58521,30,1,5.292153835296631,2,307
56263,30,1,5.722768306732178,2,320
36078,25,1,6.292054653167725,1,219
15583,30,1,5.722768306732178,2,353
84339,45,1,6.292054653167725,4,205
44827,30,1,5.722768306732178,2,299
72999,35,1,6.292054653167725,3,174
58234,40,1,5.292153835296631,4,286
62525,25,1,6.292054653167725,1,167
48385,35,1,5.974677085876465,3,216
25266,35,1,5.722768306732178,3,336
33739,35,2,5.722768306732178,3,248
80023,30,1,6.153413772583008,2,225
89170,35,1,5.974677085876465,3,302
42752,30,1,6.153413772583008,2,262
16312,45,1,6.292054653167725,4,161
35668,35,1,5.292153835296631,3,195
29345,30,1,6.292054653167725,2,336
23749,30,1,5.722768306732178,2,208
3225,40,1,6.153413772583008,4,307
45235,35,1,6.153413772583008,3,241
5714,30,1,6.153413772583008,2,224
62224,25,1,5.722768306732178,1,179
57890,50,1,6.292054653167725,4,221
87937,30,1,5.292153835296631,2,193
79395,45,1,5.722768306732178,4,278
50466,25,1,5.722768306732178,1,184
32941,35,1,6.153413772583008,3,253
31506,30,1,5.722768306732178,2,246
24340,30,1,5.974677085876465,2,208
29420,30,1,5.722768306732178,2,349
1923,35,1,5.722768306732178,3,223
57234,35,2,5.974677085876465,3,192
1554,35,1,5.722768306732178,3,359
69236,30,2,6.292054653167725,2,326
23187,25,1,5.722768306732178,1,272
56894,25,2,6.292054653167725,1,362
17846,35,1,6.292054653167725,3,327
57769,40,1,5.292153835296631,4,305
73783,30,1,6.153413772583008,2,348
15788,30,1,6.292054653167725,2,332
57065,30,1,5.974677085876465,2,230
62173,30,2,6.292054653167725,2,167
23028,30,1,6.292054653167725,2,164
20457,35,1,5.292153835296631,3,302
11219,25,1,6.292054653167725,1,165
20083,25,1,5.722768306732178,1,224
29977,35,1,6.292054653167725,3,350
87680,30,1,6.292054653167725,2,226
21719,30,1,6.292054653167725,2,195
20712,35,1,5.974677085876465,3,349
87192,30,1,6.292054653167725,2,224
29604,25,1,5.722768306732178,1,293
54181,45,1,6.292054653167725,4,226
22047,35,1,6.153413772583008,3,264
1350,40,2,5.722768306732178,4,187
72976,35,1,5.722768306732178,3,171
12065,35,1,5.722768306732178,3,207
41956,30,1,5.292153835296631,2,307
74298,40,2,6.153413772583008,4,211
36907,30,1,6.292054653167725,2,337
68483,30,1,5.292153835296631,2,335
3595,30,1,5.292153835296631,2,227
62181,35,1,5.722768306732178,3,313
14272,25,2,5.974677085876465,1,282
11967,35,1,5.292153835296631,3,265
31459,30,1,6.292054653167725,2,223
23319,25,1,5.292153835296631,1,269
3998,30,1,6.292054653167725,2,246
57163,30,1,6.292054653167725,2,211
44026,25,1,6.153413772583008,1,197
14261,30,1,5.722768306732178,2,287
37879,45,1,6.292054653167725,4,168
4934,45,1,6.292054653167725,4,161
57264,30,1,5.722768306732178,2,176
77293,40,1,6.153413772583008,4,335
24822,30,1,5.974677085876465,2,224
58705,35,1,5.974677085876465,3,322
37426,35,1,6.292054653167725,3,211
38275,40,2,5.292153835296631,4,303
35422,35,1,6.292054653167725,3,258
23886,30,1,6.292054653167725,2,349
36507,35,1,5.974677085876465,3,350
8138,25,2,5.292153835296631,1,194
30479,25,1,5.292153835296631,1,307
90686,25,1,5.292153835296631,1,245
6784,25,1,6.153413772583008,1,288
77915,35,1,6.292054653167725,3,324
55524,35,1,5.974677085876465,3,197
32255,35,1,6.153413772583008,3,348
12917,30,1,5.974677085876465,2,222
3265,40,1,5.974677085876465,4,246
62992,30,1,5.292153835296631,2,277
65518,30,1,5.974677085876465,2,167
49889,35,1,5.722768306732178,3,306
82052,35,1,5.292153835296631,3,308
1964,35,2,6.292054653167725,3,304
81362,25,1,5.974677085876465,1,298
58268,50,1,6.153413772583008,4,259
3207,35,1,6.292054653167725,3,274
70076,40,1,6.153413772583008,4,278
6853,30,1,5.292153835296631,2,223
4087,40,2,5.974677085876465,4,242
57673,30,1,5.974677085876465,2,222
62124,35,1,6.292054653167725,3,183
82016,25,1,5.292153835296631,1,336
77795,45,1,6.292054653167725,4,330
29912,35,1,6.292054653167725,3,300
55488,30,1,6.292054653167725,2,288
62156,30,1,5.722768306732178,2,301
77185,35,1,6.153413772583008,3,174
62040,30,1,5.974677085876465,2,223
47230,45,1,6.292054653167725,4,280
45547,40,1,6.292054653167725,4,256
79330,35,1,6.292054653167725,3,167
58693,40,1,6.153413772583008,4,250
31644,30,1,5.974677085876465,2,343
84719,25,1,5.974677085876465,1,222
31934,35,1,5.974677085876465,3,218
71485,35,1,6.292054653167725,3,220
21063,35,1,5.722768306732178,3,348
12350,40,1,6.153413772583008,4,302
12387,30,1,5.292153835296631,2,243
31364,40,2,5.974677085876465,4,254
64395,45,2,5.722768306732178,4,273
83417,45,1,5.292153835296631,4,258
90691,25,1,5.292153835296631,1,222
59136,30,1,5.292153835296631,2,307
48719,35,2,6.292054653167725,3,186
38615,30,1,5.722768306732178,2,336
58938,25,1,5.292153835296631,1,229
64163,30,1,5.722768306732178,2,303
14444,25,1,5.292153835296631,1,208
29143,25,1,6.153413772583008,1,198
35251,30,1,5.292153835296631,2,304
22248,30,1,5.974677085876465,2,233
45056,35,1,5.292153835296631,3,256
51862,25,1,5.292153835296631,1,333
81140,35,1,5.722768306732178,3,279
84820,35,1,6.292054653167725,3,166
77447,30,1,5.292153835296631,2,285
82270,35,1,5.974677085876465,3,182
66829,35,1,6.292054653167725,3,358
7277,25,1,5.722768306732178,1,224
19065,30,1,5.722768306732178,2,330
76838,30,1,5.292153835296631,2,215
65973,35,1,6.153413772583008,3,248
47849,35,2,5.974677085876465,3,161
15334,25,1,5.722768306732178,1,216
18898,25,1,5.722768306732178,1,229
84397,25,1,5.292153835296631,1,169
33142,25,1,6.292054653167725,1,211
62399,30,1,5.292153835296631,2,251
88653,30,1,6.153413772583008,2,163
10457,30,1,5.292153835296631,2,287
35182,35,1,5.974677085876465,3,165
58794,30,1,5.292153835296631,2,195
7564,30,1,5.722768306732178,2,173
72917,25,1,6.292054653167725,1,195
30638,30,1,6.153413772583008,2,180
15886,45,1,6.292054653167725,4,349
78621,25,1,5.292153835296631,1,183
1495,35,1,5.292153835296631,3,335
47063,30,1,5.722768306732178,2,337
88494,25,1,6.292054653167725,1,156
22145,35,1,6.292054653167725,3,155
15917,25,1,5.292153835296631,1,161
60928,50,2,6.292054653167725,4,193
3244,25,1,5.722768306732178,1,289
73673,30,1,6.153413772583008,2,190
87854,35,2,6.292054653167725,3,349
61477,25,1,5.292153835296631,1,172
73763,30,1,6.292054653167725,2,272
69549,30,1,5.292153835296631,2,228
46570,30,1,5.722768306732178,2,325
33061,35,1,6.153413772583008,3,361
64377,30,1,6.153413772583008,2,229
62149,45,1,5.974677085876465,4,156
5033,40,1,6.292054653167725,4,307
34745,40,1,5.722768306732178,4,252
66067,35,1,6.153413772583008,3,349
11222,35,1,6.153413772583008,3,193
51815,30,1,5.974677085876465,2,270
72595,25,2,5.974677085876465,1,183
62709,30,1,6.153413772583008,2,258
54641,30,1,6.292054653167725,2,167
26332,40,1,6.292054653167725,4,289
5558,25,1,5.292153835296631,1,194
45669,40,1,6.292054653167725,4,364
82147,35,1,5.292153835296631,3,266
46740,30,1,5.292153835296631,2,168
18877,40,1,5.722768306732178,4,340
69539,35,1,5.974677085876465,3,288
28348,50,1,6.292054653167725,4,206
71047,30,2,5.292153835296631,2,233
29572,30,1,6.153413772583008,2,213
36411,25,1,5.974677085876465,1,157
18402,30,1,5.292153835296631,2,294
19516,35,1,6.292054653167725,3,362
68404,30,2,5.292153835296631,2,211
36754,30,1,5.722768306732178,2,229
27234,35,1,6.292054653167725,3,363
63460,25,1,5.974677085876465,1,333
65783,35,2,6.292054653167725,3,343
36589,30,1,6.292054653167725,2,221
28307,25,1,5.722768306732178,1,303
12316,40,1,6.153413772583008,4,348
2268,40,1,6.292054653167725,4,309
58773,30,1,6.153413772583008,2,229
51495,30,1,5.722768306732178,2,328
13009,35,1,5.722768306732178,3,281
67734,35,1,6.292054653167725,3,300
1193,40,1,6.292054653167725,4,222
16888,30,1,6.292054653167725,2,249
52546,30,2,5.722768306732178,2,173
55344,30,1,6.292054653167725,2,229
14385,35,1,5.722768306732178,3,267
82543,30,1,6.153413772583008,2,242
79896,30,2,5.974677085876465,2,224
6036,35,1,6.292054653167725,3,336
16921,40,1,6.292054653167725,4,230
18546,40,1,6.292054653167725,4,201
64112,30,1,6.292054653167725,2,196
32997,25,1,5.722768306732178,1,192
60644,40,1,5.974677085876465,4,203
339,35,1,6.292054653167725,3,224
55296,30,1,5.722768306732178,2,349
75449,50,1,6.153413772583008,4,300
44053,30,1,6.292054653167725,2,329
61614,30,1,6.292054653167725,2,230
68018,30,1,5.974677085876465,2,181
86045,45,1,6.292054653167725,4,294
82707,30,1,6.292054653167725,2,288
37182,40,2,6.292054653167725,4,254
58067,35,1,6.292054653167725,3,162
84306,30,1,5.974677085876465,2,363
68993,30,1,5.974677085876465,2,328
19840,40,1,6.292054653167725,4,307
36134,35,1,6.153413772583008,3,258
23739,25,1,5.974677085876465,1,288
36070,50,1,5.722768306732178,4,188
24776,45,1,6.153413772583008,4,337
43479,35,2,5.292153835296631,3,288
25500,30,1,5.974677085876465,2,317
78896,30,1,6.153413772583008,2,211
54680,40,1,6.292054653167725,4,288
59658,45,1,5.722768306732178,4,255
63727,35,1,6.292054653167725,3,283
61545,30,2,5.722768306732178,2,307
8226,25,1,5.722768306732178,1,226
89313,40,1,5.722768306732178,4,281
28620,35,1,6.153413772583008,3,204
52852,40,1,6.153413772583008,4,246
36726,30,1,5.722768306732178,2,160
87291,30,1,6.292054653167725,2,167
66673,40,1,6.292054653167725,4,355
42332,30,2,5.292153835296631,2,258
42881,35,1,6.292054653167725,3,169
80309,35,2,6.292054653167725,3,229
61555,40,1,5.974677085876465,4,307
66600,25,2,5.292153835296631,1,334
52899,30,1,5.974677085876465,2,196
59089,35,2,5.292153835296631,3,279
66103,25,1,6.292054653167725,1,228
39303,30,2,5.974677085876465,2,325
61857,25,1,6.292054653167725,1,255
50935,45,2,5.722768306732178,4,305
1642,30,1,5.974677085876465,2,246
26108,40,1,5.722768306732178,4,336
74678,45,1,5.292153835296631,4,287
26750,30,2,5.292153835296631,2,200
28646,30,2,5.292153835296631,2,167
42200,25,2,6.292054653167725,1,173
4746,35,1,5.974677085876465,3,192
25681,35,1,6.292054653167725,3,307
75912,25,1,5.722768306732178,1,225
81953,30,1,5.722768306732178,2,306
26720,30,1,6.292054653167725,2,239
36266,40,1,5.722768306732178,4,350
15544,30,1,6.292054653167725,2,297
72104,40,1,5.974677085876465,4,160
13600,30,1,5.974677085876465,2,334
22541,35,2,5.292153835296631,3,212
54105,30,1,6.153413772583008,2,166
59371,30,1,6.292054653167725,2,307
11504,25,1,5.722768306732178,1,213
41560,30,1,5.974677085876465,2,288
74896,35,2,5.722768306732178,3,164
66088,30,1,5.292153835296631,2,301
84998,45,1,5.722768306732178,4,260
17659,30,1,5.722768306732178,2,255
10539,25,1,5.292153835296631,1,223
7480,35,1,5.292153835296631,3,162
79905,30,1,5.722768306732178,2,239
23025,30,1,6.153413772583008,2,167
62676,25,1,6.292054653167725,1,258
16180,35,1,5.974677085876465,3,167
82788,25,1,5.722768306732178,1,288
5916,25,1,5.722768306732178,1,278
78947,25,1,5.722768306732178,1,256
57991,30,1,6.153413772583008,2,208
16336,35,1,5.292153835296631,3,205
76028,25,1,6.292054653167725,1,167
78764,30,1,5.722768306732178,2,349
7572,45,2,5.974677085876465,4,223
30267,40,1,5.722768306732178,4,308
60592,25,1,5.722768306732178,1,224
3585,50,2,5.722768306732178,4,335
53820,30,1,6.153413772583008,2,216
12205,25,1,5.292153835296631,1,170
16462,30,2,6.153413772583008,2,250
20093,35,1,6.153413772583008,3,350
72185,30,1,5.292153835296631,2,246
20724,35,2,6.292054653167725,3,167
62430,25,1,5.292153835296631,1,227
64566,30,1,5.974677085876465,2,307
75383,25,1,6.292054653167725,1,213
68265,30,1,6.292054653167725,2,167
39794,30,1,5.974677085876465,2,300
71887,35,1,5.974677085876465,3,307
23904,25,1,5.722768306732178,1,262
21853,40,1,6.153413772583008,4,308
34317,40,1,5.722768306732178,4,249
77426,30,1,5.722768306732178,2,229
16592,45,1,6.153413772583008,4,154
88136,40,1,6.292054653167725,4,162
3904,25,1,6.153413772583008,1,160
27102,25,1,5.292153835296631,1,257
38714,25,2,5.722768306732178,1,350
12963,35,2,5.974677085876465,3,203
82825,30,1,6.153413772583008,2,191
3431,35,1,6.153413772583008,3,264
42875,30,1,5.974677085876465,2,153
13311,50,2,6.153413772583008,4,215
13427,40,1,6.292054653167725,4,349
64685,35,2,6.292054653167725,3,306
10314,30,1,5.292153835296631,2,307
63165,40,1,6.153413772583008,4,300
26443,35,1,5.292153835296631,3,229
18965,25,1,5.974677085876465,1,337
40381,30,1,5.974677085876465,2,293
54466,35,1,6.292054653167725,3,181
74938,45,1,5.974677085876465,4,292
77247,25,1,6.153413772583008,1,302
72198,30,2,5.722768306732178,2,263
37675,25,2,5.722768306732178,1,186
141,25,2,5.974677085876465,1,263
86028,40,1,5.974677085876465,4,336
55505,35,1,6.153413772583008,3,294
41490,30,2,6.153413772583008,2,186
39914,30,1,6.292054653167725,2,340
34864,35,1,6.292054653167725,3,343
22209,30,1,5.974677085876465,2,212
7532,30,1,5.292153835296631,2,246
74753,30,1,5.974677085876465,2,221
69042,30,2,6.292054653167725,2,281
16902,30,2,5.722768306732178,2,202
84147,40,1,5.974677085876465,4,199
49646,30,1,6.292054653167725,2,324
1093,30,1,5.974677085876465,2,339
13095,30,2,6.292054653167725,2,196
36502,40,1,6.292054653167725,4,229
1855,30,1,6.292054653167725,2,348
18247,35,1,5.722768306732178,3,332
75816,30,2,6.292054653167725,2,213
3673,40,1,6.292054653167725,4,209
26663,30,1,6.153413772583008,2,250
42147,30,1,5.974677085876465,2,247
74278,50,2,6.292054653167725,4,364
64037,35,2,6.292054653167725,3,289
36412,35,1,5.722768306732178,3,296
67182,30,2,5.292153835296631,2,307
30339,30,1,5.292153835296631,2,330
13448,30,1,6.153413772583008,2,355
76547,35,1,6.292054653167725,3,167
45178,35,1,6.292054653167725,3,340
77793,35,1,6.292054653167725,3,219
33665,45,1,6.292054653167725,4,291
13638,35,1,5.722768306732178,3,328
81685,30,1,5.292153835296631,2,219
74109,35,1,5.974677085876465,3,251
57935,35,1,6.292054653167725,3,224
55695,35,1,5.974677085876465,3,307
60259,30,2,6.292054653167725,2,336
24576,45,1,5.974677085876465,4,349
6733,30,1,5.292153835296631,2,258
84176,30,1,5.722768306732178,2,361
30441,30,1,6.292054653167725,2,349
43173,35,2,6.292054653167725,3,339
49753,40,1,6.292054653167725,4,287
67225,35,1,6.292054653167725,3,210
26899,35,1,5.292153835296631,3,291
45278,35,2,5.722768306732178,3,222
53218,35,2,5.722768306732178,3,277
59856,35,1,6.292054653167725,3,191
5976,35,2,6.292054653167725,3,176
